ISO country code,Country,Survey Year,Location,School attendance,Male years of schooling,Female years of schooling,Physical health condition,Water source,Food stock,Experienced disaster,Adaptive capacity to disaster,Asset ownership,Unemployment,Precarious and informal employment,Debt status
LKA,Sri Lanka,2022-2023,national,6.1,28.8,28.9,41.8,56.5,23.1,11.7,81.2,25.2,12.1,23.1,44
