ISO country code,country,Survey,Location,School Attendance,Years of Schooling,Electricity,Floor,Overcrowding,Cooking Fuel,Drinking Water,Sanitation,Garbage Disposal,Assets for Communication,Bank account,Health Insurance,Distance to Health Care Facilities,Subsistence Farming
RWA,Rwanda,2016-2017,National,8,31.4,14.7,72.4,17,99.1,54.2,12.8,45.6,21.9,18.6,33.2,16.6,27.2
