ISO country code,Country,Survey Year,Location,Nutrition,Child & adolescent mortality,Antenatal care,Years of schooling,School attendance,Cooking fuel,Sanitation,Drinking water,Electricity,Housing,Assets,Bank account
IND,India,2019-2021,National,31.52,2.06,19.17,11.4,5.27,43.9,30.13,7.32,3.27,41.37,10.16,3.69
